marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,49537378,R15B34Q2NVKVEJ,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,3,2,2,N,Y,The hair dryer seems to be of good quality so far,"The hair dryer seems to be of good quality so far, but the color is deceiving by the picture.  I bought it specifically because it looked purple since that is my granddaughter's favorite color, but when it arrived, it was very pink, which was disappointing.  It should have had a better description in the specs.",1/21/2015
US,13914166,R2CT4G39JEKQRN,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,Beauty,1,1,1,N,Y,Poor quality for the price,The exterior of this hair dryer melted and I can no longer use any of the attachments. Poor quality for the price.,1/21/2015
US,10248720,R1DPXM8KKDSNXH,B00JQIAUDY,888313825,"andis 500-watt professional bonnet hair dryer, black (80610)",Beauty,5,2,2,N,Y,Works as advertised,"I'm not sure if I had low expectations going in or what but very pleasantly surprised with the results. Not too loud, fits my head properly and will dry your hair ( obviously you're probably going to sit under there for awhile.. Took me about 2hr30mins ). Money well spent ( especially considering the $$$ spent at the salon).",1/20/2015
US,2382376,RPS6RX00MDJUC,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,1,1,N,Y,You need this in your life!!!,"I honestly do not know where this has been my entire life.  I have very thick and wavy hair, this dryer styles my hair in half the time.  I usually would blow dry my hair, put a frizz control then use the flat iron.  With this my hair is healthier, I don't have to use my flat iron as much and I use very little anti-frizz product now. I would reccomend this to anyone who has thick, wavy, or even curly hair and wants to be able to quickly style their hair. I've tried everything thing I could think of to get my hair to straighten easily and efficently and this is the one.  In 32 years, I've never been more in love with any of my hair tools.",1/20/2015
US,30428845,R2B36WY4VTUUBW,B007T70X0Y,535977674,hsi professional hair dryer d-2200 with turbo ionic and infrared technology,Beauty,5,9,9,N,Y,Working good!,"While the flat iron is coming apart in less than a year, this hair dryer seems to be a better product so far.",1/19/2015
US,50794199,R2D03BL3PCMBU2,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,3,4,N,Y,A-M-A-Z-I-N-G,"Just used my new hair dryer for the first time and ran, yes--ran, to write this review.  I cannot believe this is my hair!  I have shoulder-length, course, thick, curly hair which I blow dry and iron.  I have always used high-end hair dryers, but this is the best ever.  Worth twice the price!  Not only did my hair dry faster, but it dried frizz-free.  I did not have to flat iron it after blowing it dry.  First time ever not having to flat iron.  My hair looks like it does when I come from the hair dresser.  I can't believe a hair dryer can make this big of a difference, but I can assure you, it does.  Thank you Sedu.  I am a believer.",1/19/2015
US,4348363,RDQZTEO979UE4,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",Beauty,1,2,4,N,Y,box was open,The box to the dryer was open it was missing the coupon that it was supposed to include. It might have been used. It was definitely opened...,1/18/2015
US,30014070,RLT199709TP8Y,B00MFBGATM,646149518,"panasonic hair dryer nano care, white, 1 ounce",Beauty,5,2,3,N,Y,"This hair dryer is amazing, it cuts my hair drying time to half","This hair dryer is amazing, it cuts my hair drying time to half, with smooth shining hair as result. Shipping was from Japan, took about 10 days to arrive in US with registered mail.",1/18/2015
US,50962979,R12EFPHHD07BWV,B0089TDTWK,187812876,conair 1875-watt ionic conditioning pro style hair dryer,Beauty,2,1,1,N,Y,i sent it back as it was not what I wanted for my fine hair.,It said nothing about ions in description.. One of the questions said not ionic but the box says IONIC. i sent it back as it was not what I wanted for my fine hair..,1/18/2015
US,51971437,R243IB5XBJQ0EV,B0026ZD0WM,57056668,sunbeam 1632-040 global economizer hair dryer,Beauty,5,1,1,N,Y,Wife is happy.,Bought for my wife. Seems to work as advertised. Wife is happy.,1/17/2015
US,40784763,R1H4V5E1HZ32AS,B007ROD3AG,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,1,1,N,Y,I love this hairdryer,"I love this hairdryer!  I've had mine for 3 months and my hair looks so silky and shiny!  My hair is very thick and frizzy/curly (slightly past my shoulders).  I used to have my hair professionally done (roller-set and blown out) every week when I lived close to my favorite hair salon.  When my husband and I moved, I couldn't find a salon that was close enough for weekly appointments, and it was just getting expensive.  I've had other standing hair bonnet dryers, but this is the kind I see most at professional hair salons, and for a reason.  It's fairly quiet (except for the ticking sound from the timer).  It goes up to 75 degrees Celsius, which is about 167 degrees Fahrenheit (very hot), but there is a dial that lets you adjust the temperature all the way down to cool temps.  I usually keep mine at 65 degrees Celsius (about 150 F).  There is another dial where you set the time and it goes up to a full hour, which is what I need.  I don't have to worry about keeping track of time as the dryer turns off automatically with the time you set.  I just roller-set my hair, set the timer, and read or nap until the dryer stops.  I love it!  Caveat: While assembly is easy, it was not so smooth to do.  My husband had to re-order replacement parts because they did not fit together properly the first time.  Still worth it, if you have the space to store it!",1/17/2015
US,23925620,R33MCD99P97WDO,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,4,3,4,N,Y,Quick dryer,It's a little bigger than I had imagined but the weight is okay and it works quick. I haven't noticed any change in my hair texture or look but it works well otherwise. And mine didn't come with a diffuser as some reviews mention.,1/16/2015
US,38482892,R3QNKL0F7KY6KU,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,3,1,1,N,Y,Just not for me.,"I like this hair dryer, but it's just not well suited for a man's use - especially in the gym.  I had purchased it to dry my hair during the winter months.  It is not overly loud and provides a high volume of air - too much to manage the shorter hair most men wear.  It's also much heavier than I expected it to be.  I decided to go with a model with a comb and brush attachment.<br /><br />A word of caution concerning the folding handle on this unit.  The first time I used it I had my forefinger too close to the top of the handle and it pinched the heck out of me.  I still have a sore spot on my finger a week later.  Be careful when opening.",1/16/2015
US,50807761,R2FYGXCG1IRHST,B000A3TBB6,345449343,conair 1875 watt ionic ceramic folding handle hair dryer,Beauty,3,1,1,N,Y,Just okay,"I know some other reviewers have raved about this hair dryer. For me, it's just okay. It gets the job done. I've got fine, thin hair, so most dryers will do that. And it does keep the static down a bit. I find it heavier and more awkward than my previous Sassoon dryer that used to have an ionizer function but does not now. The switches on this dryer are more difficult to work. They're sliders that are only slightly elevated from the underlying plastic layer and have a narrow slightly elevated lip at on end that I suppose is designed to make them easier to move but doesn't do much for me. It works, and I'm keeping it. But I'm not sure I'd buy it again.",1/16/2015
US,11771197,R36Q743JD52F03,B000BLNUPU,54987170,"spilo the director styling finger diffuser professional air diffuser, lightweight & easy to handle & fits most hair dryers (model: 752)",Beauty,5,1,1,N,Y,Great diffuser for curly hair,I purchased this to go with my Rusk W8less Professional Hair Dryer and it fits perfectly! I love that the bowl is large and really deep. This is a must-have for curly hair!,1/15/2015
US,27158957,R3PG2UW0JCXSPT,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,1,1,N,Y,I've tried them all.  Buy this one!,"I hate most blow dryers.  They're either not hot enough or too expensive or they feel like they are blowing a soft spring breeze through my hair.  This one is perfect.  I have naturally wavy hair and blow it straight almost every day.  Either I'm loosing my mind or else this blow dryer really does make my hair feel softer.  Dries fast, too. Highly recommend.",1/15/2015
US,37444528,RHPS09J07G9GR,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,Beauty,3,1,2,N,Y,"Works, but has a smell to it.","I'm a guy with medium length hair that needs a hair dryer to speed up the process.<br /><br />My last hair dryer was a vidal sassoon similiar to the size of this one and just very basic. Worked great for several years then just quit putting out heat.<br /><br />This one had good reviews and was cheap. So I bought it.<br /><br />Although it worked to dry my hair and was basic and did the job, exactly what I wanted, it smelt like burning plastic. Maybe it's jsut a new hair dryer? Regardless, I am returning it due to another review where someone had a larger issue arrive from this.<br /><br />I plan on purchasing a much more expensive hair dryer to get a better quality product. Wish a company could make a small, powerful hair dryer for $20 that just worked and was durable.",1/14/2015
US,30117376,R2XXOG3SIRZ0AW,B003TJBI64,218800429,turbo power megaturbo 3000 professional hair dryer,Beauty,5,1,2,N,Y,Five Stars,"Very good product, excellent 100% recommended.",1/14/2015
US,44508846,R3G9Q4S5A0M0CW,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,Great product temp settings size weight color and diffuser,I really like this hair dryer because I have naturally curly hair and the diffuser works great. The hair dryer temp settings plus I know if it last as long as my last Conair hair dryer 9 years I will be happy. This is the third Conair hair dryer I have bought,1/14/2015
US,29665898,RZL2QUM1LTRR3,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,3,1,1,N,Y,After having it only 2 weeks the low blow cycle ...,After having it only 2 weeks the low blow cycle blew...I'll continue to use until the other blows but I won't buy another.,1/12/2015
US,32901586,RWTXBLFDVHWE7,B0026ZD0WM,57056668,sunbeam 1632-040 global economizer hair dryer,Beauty,2,1,1,N,Y,"Had the style/features i wanted, but it broke on first try","I wanted to like it, but the first time plugging it in and pressing the switch up, i heard a snap and the switch was no longer workin. Sent it back.<br /><br />Gave it two stars for the benefit of the doubt: Sometimes these things just happen. That, and the item despite being lemon, it felt like decent quality, especially for the price.<br /><br />Might try another one in the future, maybe there was a batch batch.",1/12/2015
US,12710780,R1U1VL6KH8AKWK,B003S56KWQ,333479002,"remington compact ionic travel hair dryer, (colors vary) d5000",Beauty,5,1,1,N,Y,Must Have Travel Dryer,"This dryer is excellent for being so small! Terrific air flow & heat settings, not heavy, great quality, and looks high end. It's a bit noisy, but that doesn't matter much. Loving it!!",1/12/2015
US,41005763,R3R495WM6LYQFJ,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,1,1,N,Y,Very nice looking blow dryer and performs great too,Very nice looking blow dryer and performs great too! It is a replacement for another Conair that I bought about 10 years ago.....I highly recommend it if you are looking for an inexpensive Ionic Blow dryer!,1/12/2015
